#Identifiant_A;Identifiant_R;Libellé_du_site;Caractéristique_du_site;Site_Acores_rattachement;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Latitude;Longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Dépôt_de_Chèque;Photocopieurs;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilté_Distributeur_de_billets_avec_prise_audio;Accessibilité_Présence_d_un_panneau_prioritaire;Accessibilité_Borne_sonore_en_état_de_fonctionnement;Accessibilité_Espace_de_circulation_intérieur_suffisant_pour_PMR;Accessibilité_Présence_d_un_espace_confidentiel_accessible_PMR;Accessibilité_Présence_d_un_GAB_externe_accessible_PMR;Accessibilité_Présence_d_un_guichet_surbaissé_ou_d_un_écritoire;Accessibilité_Présence_d_une_bande_de_guidage_au_sol;Accessibilité_Amplificateur_de_son_pour_malentendant;Accessibilité_Escalier_ou_dénivelé_accessible_au_malvoyant;Accessibilité_Pick_up_accessible_PMR;Accessibilité_Accessibilité_externe_déclarée_conforme_par_propriétaire;Accessibilité_Accessible_aux_personnes_handicapées_moteur;Accessibilité_Accessibilité_interne_déclarée_conforme_par_propriétaire;Accessibilité_Accueil_en_langue_des_signes
14693A;771320;COUPVRAY AP;Agence postale communale;14871A;5 PLACE SUZANNE AUBRY;;;77700;COUPVRAY;77132;FRANCE;48.896683;2.798786;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14694D;412140;VILLEFRANCHE SUR CHER AP;Agence postale communale;07773A;7 RUE EMILE FILLOUX;;;41200;VILLEFRANCHE SUR CHER;41280;FRANCE;47.293269186;1.771823557;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14695A;771390;COURTRY BP;Bureau de Poste;;RUE DES ORMEAUX; ; ;77181;COURTRY;77139;FRANCE;48.912894;2.597962;Géocodé au numéro;3631;;Oui;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14695D;811970;MONTREDON LABESSONNIE AP;Agence postale communale;15429A;2 AVENUE DES PYRENEES;;;81360;MONTREDON LABESSONNIE;81182;FRANCE;43.719329107;2.3255546656;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14696A;771420;CRECY LA CHAPELLE BP;Bureau de Poste;;2 RUE DE BOULEURS; ; ;77580;CRECY LA CHAPELLE;77142;FRANCE;48.858492;2.907276;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14697A;771430;CREGY LES MEAUX BP;Bureau de Poste;;15 PLACE LOUIS JOUVET;;;77124;CREGY LES MEAUX;77143;FRANCE;48.976497;2.873888;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14698A;771460;CROISSY BEAUBOURG AP;Agence postale communale;14831A;9 PLACE PIERRE DE CLERY;;;77183;CROISSY BEAUBOURG;77146;FRANCE;48.827192;2.64919;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14698D;494960;LE PLESSIS GRAMMOIRE AP;Agence postale communale;09170A;2 RUE DE LA MAIRIE;;;49124;LE PLESSIS GRAMMOIRE;49241;FRANCE;47.4983;-0.4288;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14699A;771470;LA CROIX EN BRIE AP;Agence postale communale;14800A;31 RUE DES TEMPLIERS;;;77370;LA CROIX EN BRIE;77147;FRANCE;48.592915;3.074471;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14701A;771520;DAMMARIE LES LYS;Bureau de Poste;;447 RUE DU BAS MOULIN;;;77190;DAMMARIE LES LYS;77152;FRANCE;48.517296;2.63391;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14702A;771530;DAMMARTIN EN GOELE;Bureau de Poste;;2 AVENUE DU MARECHAL LECLERC;;;77230;DAMMARTIN EN GOELE;77153;FRANCE;49.053362;2.686187;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14703D;051120;LE POET LPAC AP;Agence postale communale;00704A;22 ROUTE NAPOLEON;MAIRIE;;05300;LE POET;05103;FRANCE;44.291939068;5.8976562698;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14704A;771550;DAMPMART BP;Bureau de Poste;;9 RUE DE LA REPUBLIQUE;;;77400;DAMPMART;77155;FRANCE;48.886054;2.735675;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14706A;771620;DOUE AP;Agence postale communale;14692A;2 RUE DES ECOLES;;;77510;DOUE;77162;FRANCE;48.865485154043;3.1641876588035;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14706D;929520;LA GARENNE COLOMBES LES VALLEES AP;Agence postale communale;17079A;4 PLACE DE LA GARE DES VALLEES;;;92250;LA GARENNE COLOMBES;92035;FRANCE;48.9133;2.2575;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14707A;771640;ECHOUBOULAINS AP;Agence postale communale;14842A;3 PLACE DE LA RESISTANCE;MAIRIE;;77830;ECHOUBOULAINS;77164;FRANCE;48.463856026;2.9451573214;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14708A;771680;EGREVILLE BP;Bureau de Poste;;23 RUE SAINT MARTIN;;;77620;EGREVILLE;77168;FRANCE;48.175696;2.872355;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14709A;771690;EMERAINVILLE BP;Bureau de Poste;;18 RUE D EMERY;;;77184;EMERAINVILLE;77169;FRANCE;48.811469;2.621797;Géocodé au numéro;3631;;Oui;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14710A;771710;ESBLY BP;Bureau de Poste;;1 RUE LEO LAGRANGE;;;77450;ESBLY;77171;FRANCE;48.900079;2.810553;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14712A;771740;EVERLY AP;Agence postale communale;14771A;16 RUE DE LA MAIRIE;;;77157;EVERLY;77174;FRANCE;48.466799;3.252118;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14713A;771750;EVRY GREGY SUR YERRES AP;Agence postale communale;14659A;20 BIS ALLEE DU CHATEAU; ; ;77166;EVRY GREGY SUR YERRE;77175;FRANCE;48.653077;2.632095;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14714A;771760;FAREMOUTIERS BP;Bureau de Poste;;16 RUE ROBERT MARTIN; ; ;77515;FAREMOUTIERS;77176;FRANCE;48.801561;2.986492;Géocodé au numéro;3631;;;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14715A;771790;FERICY AP;Agence postale communale;14842A;ROUTE DE BARBEAU;;;77133;FERICY;77179;FRANCE;48.459280549;2.8009022073;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14716A;771810;FERRIERES EN BRIE BP;Bureau de Poste;;11 RUE JEAN JAURES;;;77164;FERRIERES EN BRIE;77181;FRANCE;48.820964;2.705598;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14717A;771820;LA FERTE GAUCHER BP;Bureau de Poste;;2 PLACE DU GENERAL DE GAULLE;;;77320;LA FERTE GAUCHER;77182;FRANCE;48.781507;3.305963;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14718A;771830;LA FERTE SOUS JOUARRE;Bureau de Poste;;4 RUE GAMBETTA;;;77260;LA FERTE SOUS JOUARRE;77183;FRANCE;48.947117;3.127697;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14719A;771850;FLEURY EN BIERE AP;Agence postale communale;14701A;8 RUE DU CARDINAL RICHELIEU;;;77930;FLEURY EN BIERE;77185;FRANCE;48.448337357;2.5490666405;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14720A;771860;FONTAINEBLEAU;Bureau de Poste;;PLACE NAPOLEON BONAPARTE;;;77300;FONTAINEBLEAU;77186;FRANCE;48.403797;2.700196;Géocodé au numéro;3631;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14721A;771870;FONTAINE FOURCHES AP;Agence postale communale;14771A;23 RUE SAINT MARTIN;FONTAINE FOURCHES;;77480;FONTAINE FOURCHES;77187;FRANCE;48.412421855;3.3947424013;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14724A;771920;FONTENAY TRESIGNY BP;Bureau de Poste;;24 AVENUE DU GENERAL DE GAULLE; ; ;77610;FONTENAY TRESIGNY;77192;FRANCE;48.706758;2.86707;Géocodé au numéro;3631;;;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14725A;771960;FRESNES SUR MARNE BP;Bureau de Poste;;32 RUE DE L OURCQ;;;77410;FRESNES SUR MARNE;77196;FRANCE;48.940495;2.741878;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14726A;772010;GASTINS AP;Agence postale communale;14800A;17 PLACE DE L EGLISE;;;77370;GASTINS;77201;FRANCE;48.62787;3.019896;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14727A;772080;GOUAIX AP;Agence postale communale;14771A;14 AVENUE DE LA GARE;MAIRIE;;77114;GOUAIX;77208;FRANCE;48.480898;3.293799;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14729A;772150;GRETZ ARMAINVILLIERS BP;Bureau de Poste;;69 RUE DE PARIS; ; ;77220;GRETZ ARMAINVILLIERS;77215;FRANCE;48.741013;2.736146;Géocodé au numéro;3631;;;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14729D;472150;CASSENEUIL LPA AP;Agence postale communale;08809A;45 ALLEE DES PROMENADES;LPAC;;47440;CASSENEUIL;47049;FRANCE;44.4433;0.6211;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14731A;772170;GRISY SUISNES BP;Bureau de Poste;;4 RUE DES FLEURS;;;77166;GRISY SUISNES;77217;FRANCE;48.686172;2.666996;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14733A;772220;GUIGNES BP;Bureau de Poste;;2 PLACE CHARLES DENIS CADAS; ; ;77390;GUIGNES;77222;FRANCE;48.636176;2.798684;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14734B;932700;BOBIGNY JAURES BP;Bureau de Poste;;178 AVENUE JEAN JAURES;;;93000;BOBIGNY;93008;FRANCE;48.909083;2.43792;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14735A;772270;HERME AP;Agence postale communale;14771A;1 PLACE DE LA MAIRIE;HERME;;77114;HERME;77227;FRANCE;48.483294;3.349399;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14736A;772290;LA HOUSSAYE EN BRIE BP;Bureau de Poste;;PLACE DU MARECHAL AUGEREAU;;;77610;LA HOUSSAYE EN BRIE;77229;FRANCE;48.753484;2.874424;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14736D;391440;VOITEUR AP;Agence postale communale;07412A;3 PLACE DE LA MAIRIE;;;39210;VOITEUR;39582;FRANCE;46.754810566;5.6117871718;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14738A;772340;BAILLY ROMAINVILLIERS BP;Bureau de Poste;;70 RUE DE MAGNY; ; ;77700;BAILLY ROMAINVILLIERS;77018;FRANCE;48.850242;2.819095;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14740A;772390;JOUY LE CHATEL BP;Bureau de Poste;;1 RUE CLAUDE GAUTIER;;;77970;JOUY LE CHATEL;77239;FRANCE;48.664758;3.128903;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14742A;772410;JUILLY BP;Bureau de Poste;;2 RUE DE LA SOURCE; ;;77230;JUILLY;77241;FRANCE;49.01455;2.70878;;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14742D;881900;FRESSE SUR MOSELLE LPAC AP;Agence postale communale;16552A;2 RUE DE LA MAIRIE;;;88160;FRESSE SUR MOSELLE;88188;FRANCE;47.875620841;6.7873766184;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14743A;772430;LAGNY SUR MARNE;Bureau de Poste;;106 RUE SAINT DENIS;;;77400;LAGNY SUR MARNE;77243;FRANCE;48.879098;2.707851;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14744A;772440;LARCHANT AP;Agence postale communale;14786A;RUE PASTEUR;;;77760;LARCHANT;77244;FRANCE;48.284135365;2.5976469868;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14744D;700980;FAUCOGNEY ET LA MER AP;Agence postale communale;13293A;14 RUE JEANNOT LAMBOLEY;;;70310;FAUCOGNEY ET LA MER;70227;FRANCE;47.843737714;6.5641429153;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14745A;772460;SERRIS VAL D EUROPE BP;Bureau de Poste;;10 COURS DU DANUBE;ZAC DU VAL D EUROPE; ;77700;SERRIS;77449;FRANCE;48.854899;2.775137;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14747A;772490;LESIGNY BP;Bureau de Poste;;13 RUE DE VILLARCEAU;;;77150;LESIGNY;77249;FRANCE;48.744711;2.615695;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14748A;772510;LIEUSAINT BP;Bureau de Poste;;29 RUE DE PARIS; ; ;77127;LIEUSAINT;77251;FRANCE;48.633143;2.55076;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14748D;881910;PORTIEUX LPAC AP;Agence postale communale;16651A;20 RUE MAURICE COINDREAU;20 rue maurice coindreau;;88330;PORTIEUX;88355;FRANCE;48.344759792;6.343757724;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14749A;772540;LIVERDY EN BRIE AP;Agence postale communale;14869A;8 RUE DE MEAUX;;;77220;LIVERDY EN BRIE;77254;FRANCE;48.700389;2.776116;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14751A;772570;LIZY SUR OURCQ BP;Bureau de Poste;;3 RUE DE L EGLISE;;;77440;LIZY SUR OURCQ;77257;FRANCE;49.025012;3.019021;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14752A;772580;LOGNES BP;Bureau de Poste;;4 MAIL GASTON PLANTE;;;77185;LOGNES;77258;FRANCE;48.841196;2.631138;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14753A;772600;LONGUEVILLE BP;Bureau de Poste;;PLACE DE LA MAIRIE;;;77650;LONGUEVILLE;77260;FRANCE;48.514652;3.246746;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14754A;772610;LORREZ LE BOCAGE PREAUX BP;Bureau de Poste;;2 BIS RUE DU 19 MARS 1962;;;77710;LORREZ LE BOCAGE PREAUX;77261;FRANCE;48.239255;2.902199;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14756A;772690;MAINCY BP;Bureau de Poste;;9 TER RUE ALFRED ET EDME SOMMIER;;;77950;MAINCY;77269;FRANCE;48.548783;2.702628;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14758A;772770;MARLES EN BRIE AP;Agence postale communale;14869A;PLACE DE LA MAIRIE;;;77610;MARLES EN BRIE;77277;FRANCE;48.728306;2.878797;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14759A;772790;MAROLLES SUR SEINE BP;Bureau de Poste;;25 GRANDE RUE; ; ;77130;MAROLLES SUR SEINE;77279;FRANCE;48.386415;3.034722;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14760A;772830;MAY EN MULTIEN AP;Agence postale communale;14718A;9 RUE DE SOISSONS;;;77145;MAY EN MULTIEN;77283;FRANCE;49.071894;3.020611;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14761A;772840;MEAUX PRINCIPAL;Bureau de Poste;;5 QUAI JACQUES PREVERT;;;77100;MEAUX;77284;FRANCE;48.957199;2.88234;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14762A;772850;LE MEE SUR SEINE BP;Bureau de Poste;;520 AVENUE DE LA LIBERATION;;;77350;LE MEE SUR SEINE;77285;FRANCE;48.544438475939;2.6401718524803;;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14763A;772880;MELUN RP;Bureau de Poste;;3 PLACE SAINT JEAN;;;77000;MELUN;77288;FRANCE;48.539696;2.66229;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14764D;252600;LABERGEMENT STE MARIE AP;Agence postale communale;04423A;7 GRANDE RUE;;;25160;LABERGEMENT STE MARIE;25320;FRANCE;46.77449759;6.2824969669;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14766A;772940;MITRY MORY REPUBLIQUE BP;Bureau de Poste;;RUE DE LA REPUBLIQUE;;;77290;MITRY MORY;77294;FRANCE;48.983892;2.616875;Géocodé au numéro;3631;;Oui;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14766D;699110;GREZIEU LA VARENNE AP;Agence postale communale;13092A;AVENUE EMILE EVELLIER;;;69290;GREZIEU LA VARENNE;69094;FRANCE;45.747453071;4.6919413988;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14767A;772950;MOISENAY AP;Agence postale communale;14842A;RUE DE LA BOUCLE;MAIRIE;;77950;MOISENAY;77295;FRANCE;48.563256;2.73621;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14768A;772960;MOISSY CRAMAYEL;Bureau de Poste;;321 AVENUE PHILIPPE BUR;;;77550;MOISSY CRAMAYEL;77296;FRANCE;48.627;2.589028;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14768D;252610;LES FOURGS AP;Agence postale communale;04423A;40 GRANDE RUE;;;25300;LES FOURGS;25254;FRANCE;46.835;6.4004;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14769A;773010;MONTCEAUX LES PROVINS AP;Agence postale communale;14800A;RUE DE L EGLISE;;;77151;MONTCEAUX LES PROVINS;77301;FRANCE;48.694205936;3.4376960258;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14770D;624680;NOYELLES LES VERMELLES AGENCE CO AP;Agence postale communale;11606A;AVENUE DE PARIS;;;62980;NOYELLES LES VERMELLES;62626;FRANCE;50.488146751;2.7262112494;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14771A;773050;MONTEREAU;Bureau de Poste;;1 PLACE JACQUES LEPESME;;;77130;MONTEREAU FAULT YONNE;77305;FRANCE;48.382396916811;2.9538649854823;;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14772A;773070;MONTEVRAIN BP;Bureau de Poste;;PLACE DE LA POSTE; ; ;77144;MONTEVRAIN;77307;FRANCE;48.875448;2.746548;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14772D;637290;LA COMBELLE AP;Agence postale communale;08047A;11 AVENUE DE LA POSTE;;;63570;AUZAT LA COMBELLE;63022;FRANCE;45.44306022;3.3065925362;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14773A;773090;MONTHYON BP;Bureau de Poste;;2 RUE DES MOULINS;;;77122;MONTHYON;77309;FRANCE;49.00788016;2.8267991534;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14774A;773110;MONTIGNY LENCOUP AP;Agence postale communale;14771A;PLACE DE LA MAIRIE;;;77520;MONTIGNY LENCOUP;77311;FRANCE;48.452556;3.060731;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14774D;424040;ROANNE PARC DES SPORTS AP;Agence postale communale;07916A;25 RUE CONDORCET;;;42300;ROANNE;42187;FRANCE;46.057868867;4.0916083975;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14775A;773120;MONTIGNY SUR LOING BP;Bureau de Poste;;PLACE DE LA MAIRIE; ; ;77690;MONTIGNY SUR LOING;77312;FRANCE;48.335845;2.744158;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14775D;481350;FOURNELS LPAC AP;Agence postale communale;08868A;PLACE DU FOIRAIL;MAIRIE;;48310;FOURNELS;48064;FRANCE;44.817117346;3.1204658895;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14777A;773160;MORET SUR LOING BP;Bureau de Poste;;19 RUE DES GRANGES;;MORET SUR LOING;77250;MORET LOING ET ORVANNE;77316;FRANCE;48.37364;2.816568;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
14778A;773170;MORMANT BP;Bureau de Poste;;1 PLACE DE LA MAIRIE; ; ;77720;MORMANT;77317;FRANCE;48.606343;2.890364;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
